Model Name,Model Type,Model Version,Date,Daily Volume,Performance Metrics,Company Name
Model 4,Regression,"[1,3]",1/27/2023,"[2478, 3960]","[4.46, 4.53]",State Farm
Model 4,Regression,"[1,3]",1/28/2023,"[4603, 3372]","[2.07, 0.46]",State Farm
Model 4,Regression,"[1,3]",1/29/2023,"[4475, 4106]","[3.05, 2.65]",State Farm
Model 4,Regression,"[1,3]",1/30/2023,"[4619, 2846]","[1.1, 4.92]",State Farm
Model 4,Regression,"[1,3]",1/31/2023,"[3207, 4804]","[0.57, 4.13]",State Farm
Model 4,Regression,"[1,3]",2/1/2023,"[1389, 2965]","[3.29, 0.76]",State Farm
Model 4,Regression,"[1,3]",2/2/2023,"[4346, 1183]","[1.16, 2.45]",State Farm
Model 4,Regression,"[1,3]",2/3/2023,"[2164, 3679]","[3.76, 2.7]",State Farm
Model 4,Regression,"[1,3]",2/4/2023,"[2815, 1021]","[2.57, 3.59]",State Farm
Model 4,Regression,"[1,3]",2/5/2023,"[2417, 2112]","[2.62, 0.37]",State Farm
Model 4,Regression,"[1,3]",2/6/2023,"[4110, 4641]","[0.78, 3.84]",State Farm
Model 4,Regression,"[1,3]",2/7/2023,"[2544, 1192]","[3.94, 3.71]",State Farm
Model 4,Regression,"[1,3]",2/8/2023,"[3524, 2182]","[3.5, 2.0]",State Farm
Model 4,Regression,"[1,3]",2/9/2023,"[1413, 1715]","[1.64, 3.3]",State Farm
Model 4,Regression,"[1,3]",2/10/2023,"[1799, 4283]","[2.69, 4.62]",State Farm
Model 4,Regression,"[1,3]",2/11/2023,"[1528, 1721]","[2.01, 2.41]",State Farm
Model 5,Regression,"[1,2]",7/20/2023,"[2196, 2778]","[4.09, 2.87]",Nationwide
Model 5,Regression,"[1,2]",7/21/2023,"[3556, 1282]","[2.58, 1.15]",Nationwide
Model 5,Regression,"[1,2]",7/22/2023,"[2059, 4511]","[4.12, 3.12]",Nationwide
Model 5,Regression,"[1,2]",7/23/2023,"[2409, 3361]","[4.69, 4.31]",Nationwide
Model 5,Regression,"[1,2]",7/24/2023,"[1111, 2340]","[3.32, 1.31]",Nationwide
Model 5,Regression,"[1,2]",7/25/2023,"[2629, 1414]","[2.16, 1.8]",Nationwide
Model 5,Regression,"[1,2]",7/26/2023,"[4656, 3449]","[4.32, 4.1]",Nationwide
Model 5,Regression,"[1,2]",7/27/2023,"[3584, 4148]","[0.36, 2.06]",Nationwide
Model 5,Regression,"[1,2]",7/28/2023,"[2714, 1893]","[0.68, 3.43]",Nationwide
Model 5,Regression,"[1,2]",7/29/2023,"[2251, 3021]","[3.06, 0.27]",Nationwide
Model 5,Regression,"[1,2]",7/30/2023,"[2753, 1565]","[1.82, 1.52]",Nationwide
Model 5,Regression,"[1,2]",7/31/2023,"[2358, 3346]","[4.2, 3.67]",Nationwide
Model 5,Regression,"[1,2]",8/1/2023,"[3106, 1005]","[4.22, 2.63]",Nationwide
Model 5,Regression,"[1,2]",8/2/2023,"[2635, 4342]","[3.47, 0.84]",Nationwide
Model 5,Regression,"[1,2]",8/3/2023,"[2580, 3461]","[1.43, 4.08]",Nationwide
Model 5,Regression,"[1,2]",8/4/2023,"[2355, 2676]","[1.59, 3.92]",Nationwide
Model 5,Regression,"[1,2]",8/5/2023,"[1513, 1483]","[1.93, 4.78]",Nationwide
Model 5,Regression,"[1,2]",8/6/2023,"[3419, 2307]","[2.66, 0.75]",Nationwide
Model 5,Regression,"[1,2]",8/7/2023,"[1479, 1972]","[0.08, 3.46]",Nationwide
Model 5,Regression,"[1,2]",8/8/2023,"[1444, 3774]","[4.47, 0.08]",Nationwide
Model 5,Regression,"[1,2]",8/9/2023,"[4546, 4218]","[4.74, 0.61]",Nationwide
Model 5,Regression,"[1,2]",8/10/2023,"[1724, 4792]","[1.57, 1.71]",Nationwide
Model 5,Regression,"[1,2]",8/11/2023,"[3147, 3964]","[2.67, 0.24]",Nationwide
Model 5,Regression,"[1,2]",8/12/2023,"[2859, 2735]","[0.74, 4.96]",Nationwide
Model 5,Regression,"[1,2]",8/13/2023,"[1808, 2260]","[0.56, 0.19]",Nationwide
Model 5,Regression,"[1,2]",8/14/2023,"[2758, 3642]","[0.38, 4.52]",Nationwide
Model 5,Regression,"[1,2]",8/15/2023,"[4003, 1137]","[0.29, 1.92]",Nationwide
Model 5,Regression,"[1,2]",8/16/2023,"[4421, 1802]","[3.32, 2.15]",Nationwide
Model 5,Regression,"[1,2]",8/17/2023,"[3007, 4201]","[4.19, 0.45]",Nationwide
Model 5,Regression,"[1,2]",8/18/2023,"[4729, 4799]","[0.15, 2.8]",Nationwide
Model 5,Regression,"[1,2]",8/19/2023,"[3652, 1954]","[1.3, 1.06]",Nationwide
Model 5,Regression,"[1,2]",8/20/2023,"[4370, 3906]","[2.6, 3.76]",Nationwide
Model 5,Regression,"[1,2]",8/21/2023,"[2160, 4701]","[4.0, 0.28]",Nationwide
Model 5,Regression,"[1,2]",8/22/2023,"[3722, 4030]","[0.75, 3.61]",Nationwide
Model 5,Regression,"[1,2]",8/23/2023,"[2638, 3245]","[3.37, 1.35]",Nationwide
Model 5,Regression,"[1,2]",8/24/2023,"[4961, 1099]","[0.39, 3.49]",Nationwide
Model 5,Regression,"[1,2]",8/25/2023,"[4201, 3938]","[3.84, 0.11]",Nationwide
Model 5,Regression,"[1,2]",8/26/2023,"[2222, 4626]","[1.72, 0.2]",Nationwide
Model 5,Regression,"[1,2]",8/27/2023,"[3795, 4592]","[3.78, 3.45]",Nationwide
Model 5,Regression,"[1,2]",8/28/2023,"[1130, 1153]","[3.32, 0.32]",Nationwide
Model 5,Regression,"[1,2]",8/29/2023,"[4505, 1611]","[2.32, 1.15]",Nationwide
Model 5,Regression,"[1,2]",8/30/2023,"[4875, 4080]","[0.97, 0.41]",Nationwide
Model 5,Regression,"[1,2]",8/31/2023,"[1937, 4076]","[2.43, 4.07]",Nationwide
Model 5,Regression,"[1,2]",9/1/2023,"[4828, 2801]","[2.09, 1.99]",Nationwide
Model 5,Regression,"[1,2]",9/2/2023,"[4511, 3789]","[2.14, 2.04]",Nationwide
Model 5,Regression,"[1,2]",9/3/2023,"[4744, 4535]","[3.92, 1.45]",Nationwide
Model 5,Regression,"[1,2]",9/4/2023,"[4919, 4116]","[1.92, 1.0]",Nationwide
Model 5,Regression,"[1,2]",9/5/2023,"[3751, 3674]","[3.84, 3.54]",Nationwide
Model 5,Regression,"[1,2]",9/6/2023,"[3466, 4599]","[4.62, 0.59]",Nationwide
Model 5,Regression,"[1,2]",9/7/2023,"[4614, 1211]","[2.68, 0.75]",Nationwide
Model 5,Regression,"[1,2]",9/8/2023,"[4651, 2270]","[3.84, 2.53]",Nationwide
Model 5,Regression,"[1,2]",9/9/2023,"[2966, 1201]","[3.99, 4.96]",Nationwide
Model 5,Regression,"[1,2]",9/10/2023,"[4661, 3352]","[3.29, 3.9]",Nationwide
Model 5,Regression,"[1,2]",9/11/2023,"[2265, 2829]","[1.38, 3.31]",Nationwide
Model 5,Regression,"[1,2]",9/12/2023,"[2442, 2537]","[2.95, 3.35]",Nationwide
Model 5,Regression,"[1,2]",9/13/2023,"[2333, 2854]","[0.28, 0.63]",Nationwide
Model 5,Regression,"[1,2]",9/14/2023,"[2872, 4079]","[4.31, 4.27]",Nationwide
Model 5,Regression,"[1,2]",9/15/2023,"[3446, 1195]","[1.97, 3.22]",Nationwide
Model 5,Regression,"[1,2]",9/16/2023,"[3320, 4730]","[2.1, 2.38]",Nationwide
Model 5,Regression,"[1,2]",9/17/2023,"[2719, 2771]","[1.12, 1.16]",Nationwide
Model 5,Regression,"[1,2]",9/18/2023,"[3163, 2532]","[0.5, 0.71]",Nationwide
Model 5,Regression,"[1,2]",9/19/2023,"[3933, 1631]","[0.23, 3.58]",Nationwide
Model 5,Regression,"[1,2]",9/20/2023,"[1028, 3609]","[3.95, 0.64]",Nationwide
Model 5,Regression,"[1,2]",9/21/2023,"[3181, 3954]","[0.32, 3.42]",Nationwide
Model 5,Regression,"[1,2]",9/22/2023,"[4272, 2543]","[3.28, 0.66]",Nationwide
Model 6,Classification,[1],5/18/2022,[2227],"[[0.84, 0.84, 0.72]]",Allstate
Model 6,Classification,[1],5/19/2022,[3688],"[[0.7, 0.84, 0.95]]",Allstate
Model 6,Classification,[1],5/20/2022,[3672],"[[0.75, 0.91, 0.78]]",Allstate
Model 6,Classification,[1],5/21/2022,[3418],"[[0.86, 0.91, 0.93]]",Allstate
Model 6,Classification,[1],5/22/2022,[3861],"[[0.76, 0.8, 0.91]]",Allstate
Model 6,Classification,[1],5/23/2022,[3582],"[[0.88, 0.85, 0.84]]",Allstate
Model 6,Classification,[1],5/24/2022,[2806],"[[0.79, 0.77, 0.8]]",Allstate
Model 6,Classification,[1],5/25/2022,[4140],"[[0.84, 0.9, 0.81]]",Allstate
Model 6,Classification,[1],5/26/2022,[1447],"[[0.81, 0.86, 0.84]]",Allstate
Model 6,Classification,[1],5/27/2022,[1329],"[[0.74, 0.73, 0.83]]",Allstate
Model 6,Classification,[1],5/28/2022,[3744],"[[0.94, 0.93, 0.8]]",Allstate
Model 6,Classification,[1],5/29/2022,[4478],"[[0.72, 0.9, 0.71]]",Allstate
Model 6,Classification,[1],5/30/2022,[4859],"[[0.93, 0.82, 0.72]]",Allstate
Model 6,Classification,[1],5/31/2022,[4728],"[[0.75, 0.85, 0.86]]",Allstate
Model 6,Classification,[1],6/1/2022,[2170],"[[0.75, 0.72, 0.7]]",Allstate
Model 6,Classification,[1],6/2/2022,[2096],"[[0.72, 0.78, 0.82]]",Allstate
Model 6,Classification,[1],6/3/2022,[3478],"[[0.81, 0.81, 0.8]]",Allstate
Model 6,Classification,[1],6/4/2022,[3609],"[[0.78, 0.72, 0.87]]",Allstate
Model 6,Classification,[1],6/5/2022,[2562],"[[0.88, 0.92, 0.88]]",Allstate
Model 6,Classification,[1],6/6/2022,[1421],"[[0.92, 0.86, 0.74]]",Allstate
Model 6,Classification,[1],6/7/2022,[2488],"[[0.75, 0.81, 0.72]]",Allstate
Model 6,Classification,[1],6/8/2022,[2492],"[[0.8, 0.9, 0.87]]",Allstate
Model 6,Classification,[1],6/9/2022,[2511],"[[0.87, 0.94, 0.79]]",Allstate
Model 6,Classification,[1],6/10/2022,[4353],"[[0.83, 0.78, 0.92]]",Allstate
Model 6,Classification,[1],6/11/2022,[1058],"[[0.86, 0.73, 0.86]]",Allstate
Model 6,Classification,[1],6/12/2022,[2579],"[[0.9, 0.93, 0.74]]",Allstate
Model 6,Classification,[1],6/13/2022,[1792],"[[0.71, 0.76, 0.93]]",Allstate
Model 6,Classification,[1],6/14/2022,[3742],"[[0.75, 0.71, 0.81]]",Allstate
Model 6,Classification,[1],6/15/2022,[2276],"[[0.72, 0.81, 0.73]]",Allstate
Model 6,Classification,[1],6/16/2022,[3832],"[[0.78, 0.85, 0.88]]",Allstate
Model 6,Classification,[1],6/17/2022,[1925],"[[0.94, 0.76, 0.87]]",Allstate
Model 6,Classification,[1],6/18/2022,[4279],"[[0.81, 0.74, 0.74]]",Allstate
Model 6,Classification,[1],6/19/2022,[2295],"[[0.82, 0.91, 0.85]]",Allstate
Model 6,Classification,[1],6/20/2022,[2015],"[[0.78, 0.74, 0.75]]",Allstate
Model 6,Classification,[1],6/21/2022,[1348],"[[0.84, 0.94, 0.75]]",Allstate
Model 6,Classification,[1],6/22/2022,[2763],"[[0.81, 0.92, 0.74]]",Allstate
Model 6,Classification,[1],6/23/2022,[1876],"[[0.82, 0.8, 0.78]]",Allstate
Model 6,Classification,[1],6/24/2022,[1876],"[[0.72, 0.92, 0.92]]",Allstate
Model 6,Classification,[1],6/25/2022,[4419],"[[0.82, 0.8, 0.74]]",Allstate
Model 6,Classification,[1],6/26/2022,[1139],"[[0.76, 0.87, 0.88]]",Allstate
Model 6,Classification,[1],6/27/2022,[3922],"[[0.89, 0.83, 0.93]]",Allstate
Model 6,Classification,[1],6/28/2022,[4021],"[[0.87, 0.73, 0.75]]",Allstate
Model 6,Classification,[1],6/29/2022,[3124],"[[0.74, 0.71, 0.77]]",Allstate
Model 6,Classification,[1],6/30/2022,[3109],"[[0.7, 0.9, 0.84]]",Allstate
Model 6,Classification,[1],7/1/2022,[2857],"[[0.82, 0.78, 0.83]]",Allstate
Model 6,Classification,[1],7/2/2022,[4602],"[[0.83, 0.94, 0.78]]",Allstate
Model 6,Classification,[1],7/3/2022,[4826],"[[0.85, 0.93, 0.74]]",Allstate
Model 6,Classification,[1],7/4/2022,[1921],"[[0.84, 0.8, 0.83]]",Allstate
Model 6,Classification,[1],7/5/2022,[4281],"[[0.81, 0.91, 0.73]]",Allstate
Model 6,Classification,[1],7/6/2022,[1062],"[[0.87, 0.78, 0.75]]",Allstate
Model 6,Classification,[1],7/7/2022,[1044],"[[0.73, 0.91, 0.91]]",Allstate
Model 6,Classification,[1],7/8/2022,[1391],"[[0.9, 0.94, 0.92]]",Allstate
Model 6,Classification,[1],7/9/2022,[1629],"[[0.7, 0.7, 0.77]]",Allstate
Model 6,Classification,[1],7/10/2022,[1639],"[[0.87, 0.73, 0.78]]",Allstate
Model 6,Classification,[1],7/11/2022,[4496],"[[0.78, 0.76, 0.89]]",Allstate
Model 6,Classification,[1],7/12/2022,[1553],"[[0.84, 0.71, 0.92]]",Allstate
Model 6,Classification,[1],7/13/2022,[3642],"[[0.81, 0.75, 0.7]]",Allstate
Model 6,Classification,[1],7/14/2022,[2254],"[[0.83, 0.9, 0.79]]",Allstate
Model 6,Classification,[1],7/15/2022,[4616],"[[0.85, 0.79, 0.79]]",Allstate
Model 6,Classification,[1],7/16/2022,[3003],"[[0.88, 0.76, 0.86]]",Allstate
Model 6,Classification,[1],7/17/2022,[4714],"[[0.75, 0.9, 0.75]]",Allstate
Model 6,Classification,[1],7/18/2022,[4169],"[[0.77, 0.91, 0.9]]",Allstate
Model 6,Classification,[1],7/19/2022,[4659],"[[0.73, 0.81, 0.88]]",Allstate
Model 6,Classification,[1],7/20/2022,[3798],"[[0.79, 0.72, 0.73]]",Allstate
Model 6,Classification,[1],7/21/2022,[2416],"[[0.77, 0.77, 0.92]]",Allstate
Model 6,Classification,[1],7/22/2022,[2563],"[[0.89, 0.93, 0.73]]",Allstate
Model 6,Classification,[1],7/23/2022,[3001],"[[0.9, 0.91, 0.92]]",Allstate
Model 6,Classification,[1],7/24/2022,[4236],"[[0.76, 0.83, 0.89]]",Allstate
Model 6,Classification,[1],7/25/2022,[1115],"[[0.71, 0.9, 0.81]]",Allstate
Model 6,Classification,[1],7/26/2022,[3277],"[[0.8, 0.86, 0.91]]",Allstate
Model 6,Classification,[1],7/27/2022,[1837],"[[0.77, 0.75, 0.86]]",Allstate
Model 6,Classification,[1],7/28/2022,[4889],"[[0.91, 0.75, 0.74]]",Allstate
Model 6,Classification,[1],7/29/2022,[4771],"[[0.78, 0.86, 0.81]]",Allstate
Model 6,Classification,[1],7/30/2022,[3045],"[[0.8, 0.82, 0.88]]",Allstate
Model 6,Classification,[1],7/31/2022,[3685],"[[0.82, 0.75, 0.79]]",Allstate
Model 6,Classification,[1],8/1/2022,[4202],"[[0.71, 0.86, 0.9]]",Allstate
Model 6,Classification,[1],8/2/2022,[1266],"[[0.72, 0.81, 0.93]]",Allstate
Model 6,Classification,[1],8/3/2022,[4158],"[[0.76, 0.91, 0.82]]",Allstate
Model 6,Classification,[1],8/4/2022,[2449],"[[0.86, 0.9, 0.7]]",Allstate
Model 6,Classification,[1],8/5/2022,[3940],"[[0.73, 0.77, 0.77]]",Allstate
Model 6,Classification,[1],8/6/2022,[4954],"[[0.85, 0.83, 0.85]]",Allstate
Model 6,Classification,[1],8/7/2022,[1986],"[[0.86, 0.77, 0.86]]",Allstate
Model 6,Classification,[1],8/8/2022,[1771],"[[0.87, 0.76, 0.76]]",Allstate
Model 6,Classification,[1],8/9/2022,[2145],"[[0.81, 0.87, 0.82]]",Allstate
Model 6,Classification,[1],8/10/2022,[1196],"[[0.75, 0.77, 0.89]]",Allstate
Model 6,Classification,[1],8/11/2022,[4710],"[[0.85, 0.72, 0.9]]",Allstate
Model 7,Classification,[2],4/12/2021,[1880],"[[0.87, 0.92, 0.89]]",Liberty Mutual
Model 7,Classification,[2],4/13/2021,[3935],"[[0.91, 0.77, 0.88]]",Liberty Mutual
Model 7,Classification,[2],4/14/2021,[1068],"[[0.91, 0.92, 0.93]]",Liberty Mutual
Model 7,Classification,[2],4/15/2021,[3777],"[[0.81, 0.92, 0.7]]",Liberty Mutual
Model 7,Classification,[2],4/16/2021,[3673],"[[0.85, 0.82, 0.79]]",Liberty Mutual
Model 7,Classification,[2],4/17/2021,[2584],"[[0.85, 0.77, 0.9]]",Liberty Mutual
Model 7,Classification,[2],4/18/2021,[1485],"[[0.91, 0.75, 0.9]]",Liberty Mutual
Model 7,Classification,[2],4/19/2021,[1332],"[[0.85, 0.78, 0.9]]",Liberty Mutual
Model 7,Classification,[2],4/20/2021,[1017],"[[0.83, 0.72, 0.9]]",Liberty Mutual
Model 7,Classification,[2],4/21/2021,[1981],"[[0.93, 0.73, 0.87]]",Liberty Mutual
Model 7,Classification,[2],4/22/2021,[2566],"[[0.77, 0.76, 0.93]]",Liberty Mutual
Model 7,Classification,[2],4/23/2021,[2612],"[[0.91, 0.82, 0.84]]",Liberty Mutual
Model 7,Classification,[2],4/24/2021,[4979],"[[0.77, 0.87, 0.9]]",Liberty Mutual
Model 7,Classification,[2],4/25/2021,[3783],"[[0.8, 0.85, 0.92]]",Liberty Mutual
Model 7,Classification,[2],4/26/2021,[2724],"[[0.85, 0.91, 0.91]]",Liberty Mutual
Model 7,Classification,[2],4/27/2021,[1172],"[[0.84, 0.84, 0.89]]",Liberty Mutual
Model 7,Classification,[2],4/28/2021,[2638],"[[0.84, 0.79, 0.93]]",Liberty Mutual
Model 7,Classification,[2],4/29/2021,[1771],"[[0.72, 0.85, 0.86]]",Liberty Mutual
Model 7,Classification,[2],4/30/2021,[2584],"[[0.72, 0.75, 0.9]]",Liberty Mutual
Model 7,Classification,[2],5/1/2021,[1289],"[[0.73, 0.93, 0.93]]",Liberty Mutual
Model 7,Classification,[2],5/2/2021,[4529],"[[0.88, 0.72, 0.83]]",Liberty Mutual
Model 7,Classification,[2],5/3/2021,[1900],"[[0.94, 0.77, 0.75]]",Liberty Mutual
Model 7,Classification,[2],5/4/2021,[1332],"[[0.82, 0.83, 0.92]]",Liberty Mutual
Model 7,Classification,[2],5/5/2021,[4994],"[[0.82, 0.92, 0.93]]",Liberty Mutual
Model 7,Classification,[2],5/6/2021,[1096],"[[0.86, 0.83, 0.83]]",Liberty Mutual
Model 7,Classification,[2],5/7/2021,[2908],"[[0.73, 0.84, 0.85]]",Liberty Mutual
Model 7,Classification,[2],5/8/2021,[2546],"[[0.93, 0.88, 0.79]]",Liberty Mutual
Model 7,Classification,[2],5/9/2021,[2990],"[[0.71, 0.88, 0.86]]",Liberty Mutual
Model 7,Classification,[2],5/10/2021,[2546],"[[0.8, 0.84, 0.94]]",Liberty Mutual
Model 7,Classification,[2],5/11/2021,[4209],"[[0.73, 0.93, 0.73]]",Liberty Mutual
Model 7,Classification,[2],5/12/2021,[3106],"[[0.71, 0.85, 0.71]]",Liberty Mutual
Model 7,Classification,[2],5/13/2021,[4993],"[[0.72, 0.8, 0.72]]",Liberty Mutual
Model 7,Classification,[2],5/14/2021,[3563],"[[0.81, 0.71, 0.81]]",Liberty Mutual
Model 7,Classification,[2],5/15/2021,[1960],"[[0.79, 0.81, 0.86]]",Liberty Mutual
Model 7,Classification,[2],5/16/2021,[4672],"[[0.74, 0.94, 0.86]]",Liberty Mutual
Model 7,Classification,[2],5/17/2021,[2208],"[[0.93, 0.78, 0.89]]",Liberty Mutual
Model 7,Classification,[2],5/18/2021,[4371],"[[0.83, 0.9, 0.85]]",Liberty Mutual
Model 7,Classification,[2],5/19/2021,[1171],"[[0.72, 0.89, 0.76]]",Liberty Mutual
Model 7,Classification,[2],5/20/2021,[3248],"[[0.94, 0.92, 0.74]]",Liberty Mutual
Model 7,Classification,[2],5/21/2021,[4826],"[[0.72, 0.73, 0.73]]",Liberty Mutual
Model 7,Classification,[2],5/22/2021,[2781],"[[0.78, 0.9, 0.77]]",Liberty Mutual
Model 7,Classification,[2],5/23/2021,[4344],"[[0.76, 0.92, 0.88]]",Liberty Mutual
Model 7,Classification,[2],5/24/2021,[3477],"[[0.76, 0.88, 0.93]]",Liberty Mutual
Model 7,Classification,[2],5/25/2021,[4149],"[[0.76, 0.93, 0.73]]",Liberty Mutual
Model 7,Classification,[2],5/26/2021,[2114],"[[0.86, 0.94, 0.9]]",Liberty Mutual
Model 7,Classification,[2],5/27/2021,[1924],"[[0.74, 0.75, 0.93]]",Liberty Mutual
Model 7,Classification,[2],5/28/2021,[1079],"[[0.75, 0.74, 0.92]]",Liberty Mutual
Model 7,Classification,[2],5/29/2021,[3968],"[[0.72, 0.87, 0.78]]",Liberty Mutual
Model 7,Classification,[2],5/30/2021,[2464],"[[0.88, 0.75, 0.85]]",Liberty Mutual
Model 7,Classification,[2],5/31/2021,[1550],"[[0.8, 0.94, 0.82]]",Liberty Mutual
Model 7,Classification,[2],6/1/2021,[4925],"[[0.88, 0.86, 0.83]]",Liberty Mutual
Model 7,Classification,[2],6/2/2021,[4191],"[[0.95, 0.78, 0.73]]",Liberty Mutual
Model 7,Classification,[2],6/3/2021,[3047],"[[0.94, 0.79, 0.86]]",Liberty Mutual
Model 7,Classification,[2],6/4/2021,[1920],"[[0.88, 0.91, 0.83]]",Liberty Mutual
Model 7,Classification,[2],6/5/2021,[1641],"[[0.85, 0.85, 0.93]]",Liberty Mutual
Model 7,Classification,[2],6/6/2021,[1600],"[[0.93, 0.74, 0.8]]",Liberty Mutual
Model 7,Classification,[2],6/7/2021,[3113],"[[0.76, 0.93, 0.91]]",Liberty Mutual
Model 7,Classification,[2],6/8/2021,[3628],"[[0.8, 0.94, 0.75]]",Liberty Mutual
Model 7,Classification,[2],6/9/2021,[1104],"[[0.82, 0.91, 0.9]]",Liberty Mutual
Model 7,Classification,[2],6/10/2021,[1087],"[[0.93, 0.77, 0.74]]",Liberty Mutual
Model 7,Classification,[2],6/11/2021,[1775],"[[0.86, 0.91, 0.8]]",Liberty Mutual
Model 7,Classification,[2],6/12/2021,[2467],"[[0.92, 0.89, 0.8]]",Liberty Mutual
Model 7,Classification,[2],6/13/2021,[1553],"[[0.79, 0.72, 0.75]]",Liberty Mutual
Model 7,Classification,[2],6/14/2021,[1336],"[[0.79, 0.88, 0.93]]",Liberty Mutual
Model 7,Classification,[2],6/15/2021,[4851],"[[0.82, 0.9, 0.8]]",Liberty Mutual
Model 7,Classification,[2],6/16/2021,[1500],"[[0.76, 0.81, 0.89]]",Liberty Mutual
Model 7,Classification,[2],6/17/2021,[3580],"[[0.82, 0.83, 0.8]]",Liberty Mutual
Model 7,Classification,[2],6/18/2021,[3244],"[[0.94, 0.74, 0.84]]",Liberty Mutual
Model 7,Classification,[2],6/19/2021,[2467],"[[0.8, 0.86, 0.83]]",Liberty Mutual
Model 7,Classification,[2],6/20/2021,[2278],"[[0.82, 0.78, 0.9]]",Liberty Mutual
Model 7,Classification,[2],6/21/2021,[2672],"[[0.83, 0.87, 0.8]]",Liberty Mutual
Model 7,Classification,[2],6/22/2021,[1986],"[[0.72, 0.87, 0.86]]",Liberty Mutual
Model 7,Classification,[2],6/23/2021,[1423],"[[0.71, 0.79, 0.88]]",Liberty Mutual
Model 7,Classification,[2],6/24/2021,[1771],"[[0.88, 0.9, 0.73]]",Liberty Mutual
Model 7,Classification,[2],6/25/2021,[3525],"[[0.78, 0.83, 0.86]]",Liberty Mutual
Model 8,Regression,[3],11/1/2021,[3344],[4.85],State Farm
Model 8,Regression,[3],11/2/2021,[2436],[1.11],State Farm
Model 8,Regression,[3],11/3/2021,[1590],[3.66],State Farm
Model 8,Regression,[3],11/4/2021,[3752],[0.96],State Farm
Model 8,Regression,[3],11/5/2021,[1020],[2.26],State Farm
Model 8,Regression,[3],11/6/2021,[1822],[3.95],State Farm
Model 8,Regression,[3],11/7/2021,[1293],[4.14],State Farm
Model 8,Regression,[3],11/8/2021,[1112],[0.68],State Farm
Model 8,Regression,[3],11/9/2021,[2767],[3.74],State Farm
Model 8,Regression,[3],11/10/2021,[3589],[3.61],State Farm
Model 8,Regression,[3],11/11/2021,[4573],[1.66],State Farm
Model 8,Regression,[3],11/12/2021,[2373],[4.19],State Farm
Model 8,Regression,[3],11/13/2021,[3205],[1.47],State Farm
Model 8,Regression,[3],11/14/2021,[3826],[2.24],State Farm
Model 8,Regression,[3],11/15/2021,[4918],[2.58],State Farm
Model 8,Regression,[3],11/16/2021,[2384],[4.64],State Farm
Model 8,Regression,[3],11/17/2021,[2924],[1.15],State Farm
Model 8,Regression,[3],11/18/2021,[3681],[1.73],State Farm
Model 8,Regression,[3],11/19/2021,[1895],[1.71],State Farm
Model 8,Regression,[3],11/20/2021,[3619],[2.62],State Farm
Model 8,Regression,[3],11/21/2021,[2466],[2.46],State Farm
Model 8,Regression,[3],11/22/2021,[1423],[2.34],State Farm
Model 8,Regression,[3],11/23/2021,[3230],[0.11],State Farm
Model 8,Regression,[3],11/24/2021,[1104],[2.66],State Farm
Model 8,Regression,[3],11/25/2021,[4488],[4.19],State Farm
Model 8,Regression,[3],11/26/2021,[3137],[2.38],State Farm
Model 8,Regression,[3],11/27/2021,[4111],[0.99],State Farm
Model 8,Regression,[3],11/28/2021,[2699],[1.06],State Farm
Model 8,Regression,[3],11/29/2021,[2041],[1.85],State Farm
Model 8,Regression,[3],11/30/2021,[2531],[0.67],State Farm
Model 8,Regression,[3],12/1/2021,[1198],[1.71],State Farm
Model 8,Regression,[3],12/2/2021,[3118],[3.3],State Farm
Model 8,Regression,[3],12/3/2021,[4732],[3.07],State Farm
Model 8,Regression,[3],12/4/2021,[3809],[0.4],State Farm
Model 8,Regression,[3],12/5/2021,[4448],[4.66],State Farm
Model 8,Regression,[3],12/6/2021,[4785],[1.57],State Farm
Model 8,Regression,[3],12/7/2021,[4656],[4.18],State Farm
Model 8,Regression,[3],12/8/2021,[4770],[1.95],State Farm
Model 8,Regression,[3],12/9/2021,[3818],[2.05],State Farm
Model 8,Regression,[3],12/10/2021,[2417],[0.89],State Farm
Model 8,Regression,[3],12/11/2021,[3653],[0.38],State Farm
Model 8,Regression,[3],12/12/2021,[3301],[4.23],State Farm
Model 8,Regression,[3],12/13/2021,[4467],[3.34],State Farm
Model 8,Regression,[3],12/14/2021,[1376],[1.69],State Farm
Model 8,Regression,[3],12/15/2021,[4173],[3.74],State Farm
Model 8,Regression,[3],12/16/2021,[3271],[3.46],State Farm
Model 8,Regression,[3],12/17/2021,[4278],[0.84],State Farm
Model 8,Regression,[3],12/18/2021,[4224],[1.18],State Farm
Model 8,Regression,[3],12/19/2021,[3963],[1.92],State Farm
Model 8,Regression,[3],12/20/2021,[1599],[2.33],State Farm
Model 8,Regression,[3],12/21/2021,[4276],[1.99],State Farm
Model 8,Regression,[3],12/22/2021,[3116],[1.94],State Farm
Model 8,Regression,[3],12/23/2021,[2730],[2.65],State Farm
Model 8,Regression,[3],12/24/2021,[4676],[2.64],State Farm
Model 8,Regression,[3],12/25/2021,[4678],[1.15],State Farm
Model 8,Regression,[3],12/26/2021,[2526],[2.33],State Farm
Model 8,Regression,[3],12/27/2021,[2473],[1.47],State Farm
Model 8,Regression,[3],12/28/2021,[3494],[0.1],State Farm
Model 8,Regression,[3],12/29/2021,[4161],[2.98],State Farm
Model 8,Regression,[3],12/30/2021,[4705],[4.71],State Farm
Model 8,Regression,[3],12/31/2021,[2812],[0.2],State Farm
Model 8,Regression,[3],1/1/2022,[3873],[0.44],State Farm
